,tract,COMM,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
449,06037183520,Highland Park,56104.0,1161.0,3450.0,2483.0,967.0,886.0,616.0,54.0,3.0,193.0
256,06037127104,Van Nuys,55927.0,1377.0,4140.0,2153.0,1987.0,1885.0,1408.0,165.0,0.0,261.0
842,06037227020,Central,55917.0,828.0,3508.0,3289.0,219.0,211.0,38.0,149.0,2.0,13.0
122,06037113427,Winnetka,55811.0,886.0,3024.0,1658.0,1366.0,1249.0,588.0,187.0,2.0,456.0
121,06037113427,Canoga Park,55811.0,886.0,3024.0,1658.0,1366.0,1249.0,588.0,187.0,2.0,456.0
584,06037199202,Lincoln Heights,55799.0,963.0,2785.0,2046.0,739.0,673.0,354.0,53.0,5.0,249.0
119,06037113425,Canoga Park,55791.0,1365.0,4020.0,2559.0,1461.0,1373.0,584.0,350.0,3.0,400.0
285,06037128601,Valley Glen,55758.0,1670.0,4379.0,2020.0,2359.0,2209.0,1746.0,226.0,3.0,210.0
284,06037128601,Sherman Oaks,55758.0,1670.0,4379.0,2020.0,2359.0,2209.0,1746.0,226.0,3.0,210.0
489,06037189502,Hollywood Hills,55694.0,1331.0,2251.0,399.0,1852.0,1727.0,1428.0,126.0,3.0,152.0
2,06037101220,Tujunga,55682.0,1430.0,3344.0,1081.0,2263.0,2162.0,1751.0,34.0,4.0,352.0
257,06037127210,Van Nuys,55614.0,1902.0,5453.0,3060.0,2393.0,2254.0,1225.0,339.0,6.0,630.0
956,06037240302,Vermont Vista,55604.0,765.0,3114.0,2361.0,753.0,707.0,37.0,632.0,8.0,10.0
255,06037127103,Van Nuys,55477.0,1195.0,3203.0,1808.0,1395.0,1295.0,892.0,164.0,5.0,198.0
294,06037131022,Reseda,55357.0,1016.0,3491.0,2104.0,1387.0,1304.0,619.0,190.0,6.0,458.0
843,06037228100,Vernon Central,55335.0,1159.0,4796.0,4351.0,445.0,430.0,40.0,338.0,8.0,19.0
792,06037219700,Longwood,55214.0,1328.0,4186.0,2623.0,1563.0,1417.0,380.0,887.0,6.0,114.0
791,06037219700,Exposition,55214.0,1328.0,4186.0,2623.0,1563.0,1417.0,380.0,887.0,6.0,114.0
334,06037134306,Canoga Park,55081.0,1480.0,3553.0,1785.0,1768.0,1639.0,754.0,224.0,6.0,624.0
178,06037121020,North Hollywood,54956.0,1092.0,3781.0,1974.0,1807.0,1727.0,1236.0,92.0,8.0,366.0
709,06037211803,Little Bangladesh,54922.0,1520.0,3602.0,714.0,2888.0,2828.0,280.0,193.0,0.0,2331.0
1050,06037269602,Cadillac-Corning,54875.0,1052.0,2964.0,1604.0,1360.0,1241.0,767.0,259.0,3.0,204.0
126,06037115104,Northridge,54814.0,2181.0,4409.0,1360.0,3049.0,2875.0,1508.0,308.0,5.0,947.0
188,06037121900,North Hollywood,54773.0,994.0,3921.0,2916.0,1005.0,953.0,581.0,68.0,7.0,281.0
189,06037121900,Sun Valley,54773.0,994.0,3921.0,2916.0,1005.0,953.0,581.0,68.0,7.0,281.0
195,06037122200,Sun Valley,54744.0,884.0,4064.0,3169.0,895.0,839.0,629.0,29.0,7.0,146.0
541,06037192510,Melrose,54688.0,1267.0,3508.0,1859.0,1649.0,1587.0,241.0,66.0,18.0,1237.0
711,06037211910,Little Bangladesh,54675.0,1937.0,4223.0,2220.0,2003.0,1932.0,467.0,300.0,11.0,1120.0
259,06037127300,Van Nuys,54659.0,1350.0,3735.0,1881.0,1854.0,1726.0,1040.0,198.0,19.0,429.0
1180,06037301702,Atwater Village,54600.0,2064.0,5639.0,911.0,4728.0,4547.0,3616.0,106.0,16.0,795.0
1146,06037294302,Wilmington,54595.0,1214.0,4513.0,3933.0,580.0,538.0,233.0,93.0,3.0,141.0
857,06037229200,Vernon Central,54481.0,1168.0,4636.0,3866.0,770.0,749.0,45.0,573.0,5.0,86.0
566,06037195804,Temple-Beaudry,54459.0,1106.0,2459.0,1099.0,1360.0,1265.0,806.0,54.0,4.0,388.0
293,06037131021,Reseda,54289.0,959.0,2972.0,1736.0,1236.0,1170.0,618.0,93.0,1.0,428.0
1075,06037271801,Palms,54259.0,1718.0,3666.0,1115.0,2551.0,2368.0,1331.0,180.0,3.0,798.0
921,06037237401,Harvard Park,54178.0,1095.0,3765.0,2637.0,1128.0,1073.0,55.0,961.0,2.0,19.0
597,06037201402,El Sereno,54137.0,1519.0,4046.0,2962.0,1084.0,1033.0,240.0,38.0,17.0,723.0
56,06037106408,Sylmar,54038.0,988.0,3440.0,3008.0,432.0,403.0,189.0,66.0,22.0,112.0
197,06037122420,North Hollywood,54022.0,1373.0,4623.0,3512.0,1111.0,1051.0,563.0,151.0,3.0,301.0
856,06037229100,Vernon Central,53958.0,1101.0,4523.0,4113.0,410.0,391.0,35.0,319.0,3.0,5.0
726,06037212502,Koreatown,53900.0,1270.0,3363.0,986.0,2377.0,2267.0,518.0,170.0,2.0,1550.0
207,06037123303,North Hollywood,53866.0,875.0,3091.0,1761.0,1330.0,1282.0,968.0,77.0,3.0,224.0
851,06037228600,Vernon Central,53864.0,1120.0,4882.0,4374.0,508.0,455.0,36.0,387.0,7.0,9.0
243,06037125310,Toluca Terrace,53769.0,1893.0,4941.0,1818.0,3123.0,2869.0,1913.0,556.0,10.0,331.0
242,06037125310,North Hollywood,53769.0,1893.0,4941.0,1818.0,3123.0,2869.0,1913.0,556.0,10.0,331.0
35,06037104404,Pacoima,53594.0,761.0,3082.0,2911.0,171.0,150.0,85.0,21.0,7.0,30.0
82,06037109500,Mission Hills,53594.0,1027.0,4524.0,4092.0,432.0,377.0,164.0,55.0,10.0,128.0
384,06037139302,Tarzana,53561.0,1899.0,4734.0,1538.0,3196.0,2941.0,2091.0,372.0,7.0,426.0
43,06037104822,Pacoima,53542.0,650.0,2345.0,2045.0,300.0,280.0,87.0,22.0,0.0,156.0
801,06037221210,Harvard Heights,53453.0,877.0,2917.0,2237.0,680.0,629.0,164.0,136.0,6.0,293.0
227,06037124203,North Hollywood,53409.0,784.0,2450.0,1677.0,773.0,732.0,557.0,64.0,8.0,89.0
611,06037203602,Boyle Heights,53333.0,556.0,2124.0,1943.0,181.0,171.0,87.0,20.0,3.0,54.0
918,06037237201,Harvard Park,53294.0,1046.0,3546.0,2681.0,865.0,790.0,45.0,692.0,8.0,22.0
312,06037132102,Van Nuys,53190.0,2128.0,5618.0,2737.0,2881.0,2701.0,1714.0,335.0,10.0,595.0
311,06037132102,Lake Balboa,53190.0,2128.0,5618.0,2737.0,2881.0,2701.0,1714.0,335.0,10.0,595.0
340,06037134521,Canoga Park,53169.0,763.0,2972.0,2627.0,345.0,322.0,115.0,56.0,5.0,132.0
559,06037195600,Silverlake,53145.0,1264.0,3056.0,1498.0,1558.0,1440.0,973.0,112.0,5.0,331.0
202,06037123203,North Hollywood,53130.0,1012.0,3508.0,2648.0,860.0,807.0,488.0,178.0,1.0,130.0
787,06037219010,Jefferson Park,53088.0,1044.0,2749.0,1772.0,977.0,884.0,204.0,526.0,0.0,117.0
697,06037211124,Wilshire Center,53055.0,2063.0,4070.0,1223.0,2847.0,2738.0,332.0,187.0,5.0,2185.0
596,06037201401,El Sereno,53050.0,1273.0,4701.0,3672.0,1029.0,965.0,355.0,135.0,14.0,450.0
888,06037232701,West Vernon,53036.0,577.0,2228.0,1721.0,507.0,453.0,19.0,387.0,1.0,7.0
963,06037240901,Century Palms/Cove,52969.0,597.0,2697.0,2125.0,572.0,545.0,35.0,482.0,2.0,4.0
868,06037231500,West Vernon,52946.0,1441.0,4725.0,2723.0,2002.0,1850.0,211.0,1434.0,10.0,154.0
271,06037127805,Van Nuys,52917.0,1227.0,3514.0,2141.0,1373.0,1308.0,856.0,195.0,2.0,224.0
192,06037122120,Sun Valley,52865.0,1136.0,4559.0,3704.0,855.0,817.0,524.0,59.0,3.0,210.0
736,06037213310,Koreatown,52724.0,1029.0,3323.0,2050.0,1273.0,1257.0,129.0,47.0,1.0,1063.0
225,06037124105,North Hollywood,52708.0,839.0,2425.0,1410.0,1015.0,949.0,725.0,81.0,3.0,130.0
165,06037120010,Panorama City,52699.0,777.0,2892.0,2188.0,704.0,673.0,263.0,70.0,9.0,303.0
131,06037115302,Northridge,52679.0,1096.0,4044.0,3048.0,996.0,940.0,418.0,95.0,3.0,416.0
802,06037221220,Harvard Heights,52623.0,972.0,3143.0,2574.0,569.0,534.0,166.0,79.0,1.0,274.0
669,06037208620,Historic Filipinotown,52391.0,1632.0,4052.0,2005.0,2047.0,1973.0,399.0,254.0,9.0,1286.0
670,06037208620,Temple-Beaudry,52391.0,1632.0,4052.0,2005.0,2047.0,1973.0,399.0,254.0,9.0,1286.0
